CATEGORYID,ASSETDESC,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,KIEU,U_LV,U_DM,I_P_DM,U_MCOV,PHA,LOAI,CAP_PHONG_IEC,VAT_LIEU,CAP_CS
0110D00_CS,CHONGSET.CT05THANHDUC-CS1T2A-07/2012,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16LONGDUC-CS1T1A-01/2018,USING,HSX.00354,2015,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16LONGDUC-CS1T1B-01/2018,USING,HSX.00354,2015,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500869
0110D00_CS,CT16LONGDUC-CS1T1C-01/2018,USING,HSX.00354,2015,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500869
0110D00_CS,CT05TAYNINH CS T101B-2015,RETIRE,HSX.00311,1999,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.67,PB-100040,PB-100042,PB-500871
0110D00_CS,CT05TAYNINH CS T101C-2015,RETIRE,HSX.00311,1999,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.67,PB-100040,PB-100042,PB-500871
0110D00_CS,CT16CAUNGANG-CS1T1A-12/2017,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16CAUNGANG-CS1T1B-12/2017,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16CAUNGANG-CS1T1C-12/2017,USING,HSX.00311,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,DINH QUAN_T1_CS.1T1-B,USING,HSX.00035,1999,TB040.00018,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.3,PB-100040,PB-100042,PB-500870
0110D00_CS,DINH QUAN_T1_CS.1T1-C,USING,HSX.00035,2003,TB040.00018,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.3,PB-100040,PB-100042,PB-500870
0110D00_CS,CT13HTCS1T2A-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS1T2B-02/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.76,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS1T1C-01/18,USING,HSX.00354,2016,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.19,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS173A-01/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.1,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS173B-01/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.1,PB-100040,PB-100042,PB-500869
0110D00_CS,CT13HTCS173C-01/13,USING,HSX.00354,2011,TB040.00014,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.1,PB-100040,PB-100042,PB-500869
0110D00_CS,CHONGSET.CT05SUOIDOP-CS1T2A-12/2012,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CHONGSET.CT05SUOIDOP-CS1T2B-12/2012,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CHONGSET.CT05SUOIDOP-CS1T2C-12/2012,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,CHONGSET.CT05SUOIDOP-CS1T1A-04/2017,USING,HSX.00126,2016,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.29,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16CAUKE-CS1T2A-12/2017,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16CAUKE-CS1T2B-12/2017,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CT16CAUKE-CS1T2C-12/2017,USING,HSX.00354,2017,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_05,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.73,PB-100040,PB-100043,PB-500871
0110D00_CS,CS1 T1 (Pha C),RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.60,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1 T1 (Pha A),RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.60,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1 T1 (Pha B),RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.60,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1T1-A,RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1T1-B,RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,CS1T1-C,RETIRE,HSX.00311,2017,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.65,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_171_CS.171-A,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_171_CS.171-B,USING,HSX.00631,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_171_CS.171-C,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04BACS1T1A-04/2004,USING,HSX.00311,2003,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100042,PB-500871
0110D00_CS,CT15DXCS1T2C-09/04,USING,HSX.00126,2004,TB040.00012,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_171_CS.171-A,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.28,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_171_CS.171-B,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.33,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_171_CS.171-C,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.28,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_172_CS.172-A,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_172_CS.172-B,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,THONG NHAT_172_CS.172-C,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_T1_CS.1T1-A,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,THONG NHAT_T1_CS.1T1-B,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,THONG NHAT_T1_CS.1T1-C,USING,HSX.00126,2005,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500871
0110D00_CS,THONG NHAT_T2_CS.1T2-A,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,THONG NHAT_T2_CS.1T2-B,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,THONG NHAT_T2_CS.1T2-C,USING,HSX.00126,2008,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,BAC SON_T1_CS.1T1-A,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,BAC SON_T1_CS.1T1-B,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,BAC SON_T2_CS.1T2-A,USING,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,TAN HOA_171_CS.171-A,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_171_CS.171-B,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_171_CS.171-C,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_172_CS.172-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN HOA_173_CS.173-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN HOA_T1_CS.1T1-A,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN HOA_T1_CS.1T1-B,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN HOA_T1_CS.1T1-C,USING,HSX.00126,2001,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_T2_CS.1T2-A,USING,HSX.00051,2009,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.13,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_T2_CS.1T2-B,USING,HSX.00051,2009,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.13,PB-100040,PB-100043,PB-500869
0110D00_CS,TAN HOA_T2_CS.1T2-C,USING,HSX.00051,2009,TB040.00021,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_02,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.13,PB-100040,PB-100043,PB-500869
0110D00_CS,GO DAU_171_CS.171-A ,USING,HSX.00508,2010,TB040.00016,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,GO DAU_171_CS.171-B (kho 3.3),HH,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,GO DAU_171_CS.171-C (kho 3.3),HH,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100043,PB-500871
0110D00_CS,GO DAU_172_CS.172-A (kho 3.3),HH,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,GO DAU_T1_CS.1T1-A,TVH,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,GO DAU_T1_CS.1T1-B,TVH,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,GO DAU_T1_CS.1T1-C,TVH,HSX.00508,1996,TB040.00016,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.44,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TDHCS1T1A-2005,USING,HSX.00311,2004,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.69,PB-100040,PB-100042,PB-500871
0110D00_CS,HO NAI_171_CS.171-A,USING,HSX.00126,2002,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,HO NAI_171_CS.171-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,HO NAI_171_CS.171-C,USING,HSX.00126,2010,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,HO NAI_T1_CS.1T1-A,USING,HSX.00126,2003,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.22,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TDHCS1T1B-2005,USING,HSX.00311,2004,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.69,PB-100040,PB-100042,PB-500871
0110D00_CS,HO NAI_T2_CS.1T2-A_(Kho 5 thiết bị nhập sai chờ xóa),RETIRE,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.36,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04BACS1T1B-04/2004,USING,HSX.00311,2003,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.62,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TDHCS1T1C-2005,USING,HSX.00311,2004,TB040.00006,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.69,PB-100040,PB-100042,PB-500871
0110D00_CS,CAM MY_T1_CS.1T1-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.38,PB-100040,PB-100043,PB-500869
0110D00_CS,CAM MY_T1_CS.1T1-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.37,PB-100040,PB-100043,PB-500869
0110D00_CS,CAM MY_T1_CS.1T1-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.38,PB-100040,PB-100043,PB-500869
0110D00_CS,BIEN HOA_172_CS.172-A (Kho 3.3),HH,HSX.00631,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_172_CS.172-B (Kho 3.3),HH,HSX.00631,2001,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,BIEN HOA_172_CS.172-C (Kho 3.3),HH,HSX.00631,2002,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.81,PB-100040,PB-100042,PB-500871
0110D00_CS,THANH PHU_T1_CS.1T1-A (Kho 3.3),HH,HSX.00631,2005,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.80,PB-100040,PB-100042,PB-500869
0110D00_CS,THANH PHU_T1_CS.1T1-B (Kho 3.3),HH,HSX.00631,2005,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.80,PB-100040,PB-100042,PB-500869
0110D00_CS,THANH PHU_T1_CS.1T1-C (Kho 3.3),HH,HSX.00631,2005,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.80,PB-100040,PB-100042,PB-500869
0110D00_CS,THANH PHU_T2_CS.1T2-A,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,THANH PHU_T2_CS.1T2-B,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,THANH PHU_T2_CS.1T2-C,USING,HSX.00126,2009,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,TAN PHU_T1_CS.1T1-A,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500870
0110D00_CS,TAN PHU_T1_CS.1T1-B,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500870
0110D00_CS,TAN PHU_T1_CS.1T1-C,USING,HSX.00311,2002,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500870
0110D00_CS,LOTECO_T1_CS.1T1-A,USING,HSX.00311,2005,TB040.00006,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.66,PB-100040,PB-100042,PB-500869
0110D00_CS,LOTECO_T2_CS.1T2-A,USING,HSX.00126,2011,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500869
0110D00_CS,CT04TDHCS1T2A-2009,USING,HSX.00051,2006,TB040.00051,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.16,PB-100040,PB-100043,PB-500871
0110D00_CS,AN BINH_172_CS.172-A,USING,HSX.00126,1997,TB040.00012,TB0631,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,AN BINH_172_CS.172-B,USING,HSX.00126,1997,TB040.00012,TB0631,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TDHCS1T2B-2009,USING,HSX.00051,2006,TB040.00051,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.16,PB-100040,PB-100043,PB-500871
0110D00_CS,AN BINH_172_CS.172-C,USING,HSX.00126,1997,TB040.00012,TB0631,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,AN BINH_T1_CS.1T1-A,USING,HSX.00631,2015,TB040.00006,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.12,PB-100040,PB-100042,PB-500869
0110D00_CS,AN BINH_T2_CS.1T2-A,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,AN BINH_T2_CS.1T2-B,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_B,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,AN BINH_T2_CS.1T2-C,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,110,PB-500892,PB-100033,EVN.PHA_C,TBI_CT_LOAI.23,PB-100040,PB-100042,PB-500871
0110D00_CS,CT04TDHCS1T2C-01/09,USING,HSX.00051,2008,TB040.00051,TB0632,PB-100032,PB-100029,PB-100022,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.16,PB-100040,PB-100042,PB-500871
0110D00_CS,DET MAY_172_CS.172-A,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100031,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
0110D00_CS,DET MAY_172_CS.172-B,USING,HSX.00126,2006,TB040.00012,TB0632,PB-100032,PB-100029,TBI_CT_MC_U_TT_01,PB-500892,PB-100033,EVN.PHA_A,TBI_CT_LOAI.24,PB-100040,PB-100043,PB-500871
